HHID,Sc_Housing,Sc_Assets,Sc_Health,Sc_Education,Sc_Economy,Sc_Demography,Sc_Possessions,Beneficiaries
1129,41.39704047,53.69825944,50.86972919,53.98311477,61.96023176,27.0744777,52.82752923,No
1130,74.35295426,48.27082876,48.824082,42.9700213,40.41044221,36.69473473,67.99883036,Yes
1131,65.70041082,91.45998644,16.82657487,40.13538464,60.54199281,34.26323078,78.74888184,Yes
1132,25.04498727,76.26307948,41.72692944,50.45127864,41.34948745,37.93944898,5.63134636,No
1133,47.41072888,81.05948037,40.15992514,20.93285881,60.30676584,32.78590795,11.35110077,No
1134,30.10713346,7.065113532,21.75037659,21.10081831,63.06232331,33.71988943,25.36497108,No
1135,41.20573995,81.24892336,13.31211202,49.75335842,53.8686318,6.875527127,11.18135163,No
1136,38.45519654,79.85644357,42.25624052,37.02969511,64.084273,38.18825351,25.3918674,No
1137,62.76090868,75.9462161,58.63538243,8.618549743,63.97331676,24.54206767,44.88637717,No
1138,26.52138991,68.50278216,7.318371134,26.52253895,27.3202946,26.36829901,36.83167006,No
1139,48.97004677,78.88435017,39.17784849,43.51175568,62.46923435,20.86813489,16.30778022,No
1140,64.77891526,79.02826765,23.55612692,18.55723421,30.65117959,23.24818487,34.10912459,No
1141,66.26295617,81.27238446,20.56545905,16.84438619,61.84940092,8.885433175,47.2811207,No
1142,60.90389975,79.84462221,49.41617115,57.5739945,83.59942266,30.83308403,52.26960362,Yes
1143,39.88709852,50.04238532,53.93077699,63.11617249,24.06364895,7.856548514,50.34310766,No
1144,32.52112862,67.01764904,35.72259597,64.295842,54.25139903,32.54417288,9.228976013,No
1145,80.72935379,49.40301827,50.67803057,51.45689193,42.49563989,33.29411031,38.88713117,No
1146,67.95897314,77.36223951,72.9060944,38.15973283,58.69864501,15.61084824,47.99780084,Yes
1147,37.83774093,22.14920183,44.88718901,31.64642842,40.11208196,56.56208745,28.13828689,No
1148,74.31405077,57.76909544,61.16802087,31.04760306,61.42203006,23.78228653,70.76951563,Yes
1149,73.78877241,78.77032581,37.04493249,74.76655113,60.6029774,46.65250672,39.72473039,Yes
1150,65.05996938,75.06668409,45.58820347,60.06045691,62.97479454,65.51500629,47.06005715,Yes
1151,35.17019706,72.06670944,57.15225251,25.40985185,61.64319296,24.91107321,2.889391338,No
1152,34.96167242,44.15769314,5.969100001,19.93280578,32.82904057,17.7326285,6.453358003,No
1153,69.62534626,29.10460806,42.99630935,60.57952534,80.42298262,14.39214465,63.35626745,Yes
1154,31.38936588,58.86093142,25.29974402,31.4738541,26.91552524,17.9088765,13.89720373,No
1155,37.84944684,58.03403292,11.88958925,22.29328421,32.80809415,7.651853249,28.58244129,No
1156,46.8108672,56.76576178,43.07134428,28.10316782,61.46085621,27.63802529,42.55486715,No
1157,29.60450997,50.72887912,41.95919746,55.09406711,61.65336522,33.75884516,20.63029463,No
1158,50.35495358,56.89891254,56.07229413,30.48510956,62.25653877,16.39481686,42.22210309,No
1159,51.24374746,85.39019181,69.27790117,18.53338955,27.59393272,21.71333851,67.46743668,No
1160,43.96406377,55.31313571,79.19385509,53.53872394,60.4140212,22.0766951,53.60667927,Yes
1161,60.63987325,65.34203034,25.85580225,64.71884236,61.60913722,28.69760106,56.146224,Yes
1162,41.91400268,65.15240768,35.51727246,58.67780702,41.068167,33.270954,32.03121336,No
1163,62.38485222,82.99834507,55.90254075,41.59319661,60.67192449,0,24.3442335,No
1164,69.75243903,93.19666761,62.40340052,2.449219343,62.61077793,0,92.5265968,Yes
1165,27.66967966,84.00903398,20.51476905,10.14124512,47.44692984,26.90012131,11.55973316,No
1166,45.73065876,85.29538663,56.91169722,32.40927027,62.45660214,51.61214644,0,No
1167,62.82395231,47.02983089,67.26019771,21.51013715,61.01159875,31.94426355,33.54727556,No
1168,31.91810312,29.66818408,19.51797494,40.69265449,61.20292055,27.64182142,8.025129099,No
1169,65.63665796,95.24925816,29.19732169,26.86815006,77.14949353,29.568402,74.97463502,Yes
1170,79.15154351,58.75272647,27.64535556,25.83270719,48.35544906,16.06562077,49.10291461,No
1171,62.02066591,22.77769015,18.76599989,52.27593238,21.03557955,28.07716545,40.6479622,No
1172,29.95345988,1.59656428,35.04302627,25.42769863,37.34237263,57.73359583,22.31119437,No
1173,74.39923347,89.46465949,27.346303,6.295865967,61.17991495,13.38803362,84.39987012,Yes
1174,35.70040589,40.46973517,66.55822683,12.90008492,62.054947,19.18695222,42.55531307,No
1175,39.1431266,41.64354173,64.05035856,17.26672551,40.57124302,4.11840886,41.59478806,No
1176,30.73527664,73.28469588,53.94796808,16.64350461,35.21748428,23.71785468,24.7009701,No
1177,20.34289339,33.92619032,68.0627615,71.68988076,37.13639457,26.39048872,15.58116452,No
1178,38.95582931,86.94248259,57.8787245,60.44630946,61.47981149,21.07741673,50.22205943,Yes
1179,33.74888084,36.10367445,13.74602267,17.33126277,36.09620839,30.61533765,38.60982668,No
1180,26.40012097,25.94555008,26.82180929,47.75357191,34.89190783,31.36610475,50.95450855,No
1181,30.74625052,38.87813511,46.25476691,55.62496379,51.27250903,25.66043631,24.57203487,No
1182,29.95244165,32.56892761,50.34963818,34.22638011,62.20273808,44.01977578,25.99114822,No
1183,70.61858911,68.55848369,27.3857264,33.78749421,60.86727082,34.65998062,39.67032426,No
1184,27.43854188,3.522097594,11.92513143,35.33719557,34.54503301,31.10044375,14.68726855,No
1185,69.10393968,66.34407963,41.796185,28.47615887,70.66075096,39.84853684,5.38688709,No
1186,57.48544055,70.52411528,4.73585823,50.35526524,60.3427712,27.06489898,64.16169728,No
1187,32.29347902,2.44955385,39.37339181,67.00068579,31.58437991,18.73996491,9.355429623,No
1188,34.37873116,59.7665792,18.24288481,16.46831589,60.44141494,15.20045695,0,No
1189,61.28580385,88.29096595,56.56485322,63.16476494,62.30198258,16.08034341,67.39489521,Yes
1190,23.21613554,79.83721032,42.63908317,20.33368241,60.24986367,15.72473902,23.30588033,No
1191,64.25971255,53.72545829,53.12812639,67.65841549,63.19951814,38.49601483,42.10033753,Yes
1192,35.29915623,31.17871928,13.92611057,39.37621244,61.51031411,25.07130181,6.17549746,No
1193,24.04421322,72.34093598,25.32093909,7.557384259,54.61989119,27.41266849,30.20667688,No
1194,66.79824414,45.25724482,17.54550932,44.92050902,29.75072127,14.07929211,30.53152253,No
1195,64.29289566,96.52096095,54.04348272,63.65155403,65.84683682,42.54868642,56.87706416,Yes
1196,60.08388932,46.30369043,59.73853314,60.68640494,61.04614842,82.4056079,38.44763168,Yes
1197,36.73423672,71.24561818,21.58865561,20.0753754,62.10584092,17.98421878,38.87789456,No
1198,50.59033729,16.954925,12.0644468,37.64066253,46.59145861,25.45501337,50.60496365,No
1199,73.79704695,60.733132,38.78538246,64.61788769,62.13124602,35.77750361,57.99246029,Yes
1200,78.42855763,75.88369731,26.79388119,67.96859014,61.6582919,27.82116345,25.2978296,Yes
1201,24.23235612,33.15870773,72.49551275,20.88960068,63.20937776,19.48183189,0,No
1202,68.91848423,65.07656268,24.63918941,37.418194,31.6042941,24.88817545,56.86605923,No
1203,48.38581559,56.44313752,54.29286998,65.89183542,47.09029806,31.67973065,51.69097068,Yes
1204,43.09321172,81.01959376,46.83021046,34.10461505,68.54172056,36.7152148,16.81644314,No
1205,40.22925891,52.61581147,17.04059859,24.51035207,27.37391011,34.126863,35.97280379,No
1206,19.39360819,39.56139254,25.43624746,17.51006326,51.27562164,16.61391672,0,No
1207,60.65209214,83.00627232,48.19979977,38.03942605,41.96565584,34.02908834,37.61173003,No
1208,36.70771585,20.79314498,34.71272633,30.37632809,60.45043177,16.21268194,37.48417794,No
1209,31.8046169,34.60709466,55.59264625,61.16901394,60.12486825,31.66717274,21.29849405,No
1210,37.96887548,66.21442241,34.17894631,31.56664555,28.35435321,6.155098681,33.41978243,No
1211,27.08173939,0.817185883,51.79068053,57.28553237,26.8303057,20.23585423,4.702492128,No
1212,63.69227714,83.54427109,51.83352387,32.03597261,56.75576625,16.74107555,71.89239067,Yes
1213,30.18176788,19.9891279,66.93102594,50.08904663,62.16475726,15.79711529,43.69596672,No
1214,31.82167207,85.00024843,44.59603942,70.04146531,60.49747003,29.45640024,25.26353765,No
1215,28.61493712,64.26511392,17.76539951,55.69833123,34.22923789,25.32844341,29.79842202,No
1216,29.11672733,76.82659504,44.36805975,50.68465538,40.70629456,33.7268424,10.300423,No
1217,47.48275882,73.83713541,35.06623557,56.93736979,60.15729209,45.00167158,3.441196867,No
1218,41.40067007,87.4370222,23.34457777,5.323068453,28.82412437,15.25330948,11.45272725,No
1219,38.54389847,24.74237855,18.61301755,27.33567056,26.45736091,18.47725204,42.63960344,No
1220,31.07650623,68.20063269,56.71579869,0.707710314,60.28819244,0,0,No
1221,33.41654063,57.8827588,8.759039817,45.95468592,40.89303989,9.444617131,12.00054347,No
1222,47.84480168,74.40241622,75.10886446,28.67720653,87.68024446,5.615112989,11.64053409,No
1223,37.10081138,82.6749754,51.51988325,49.88475814,40.7210201,41.67424841,29.86462711,No
1224,60.61191727,62.24543472,44.32134139,54.87708235,41.52778769,46.4118375,58.30540958,Yes
1225,40.14396558,19.56109854,46.98937558,45.91862054,67.37374278,57.66375807,28.54348199,No
1226,37.17814024,59.36132065,68.53757594,60.79504897,61.47291287,31.94695947,14.15504013,No
1227,33.90662061,68.57968177,36.21411814,15.48400291,60.680759,21.86603237,20.0730848,No
1228,40.00456031,89.42398217,41.80591466,55.64071402,63.28458291,17.76298631,27.25712244,No
1229,26.84190499,71.49992209,25.00036141,16.339038,60.00976176,16.65226775,33.02981377,No
1230,29.96221538,35.29124266,14.15592286,16.88238296,20.24084916,24.09286134,52.57883994,No
1231,73.60421773,77.27540993,52.19258515,50.00701465,21.32107044,0,64.04312912,No
1232,38.03460444,30.68668229,23.15376524,16.47882926,61.23969485,18.50645227,0,No
1233,42.80129368,76.28660568,21.5911967,17.14748334,30.89810291,20.64325202,39.42936464,No
1234,74.8275902,49.23391456,54.85267713,30.12795471,60.05206358,31.7417086,12.37305369,No
1235,43.8489714,60.92638943,23.57763888,25.92227369,26.21422836,23.69518738,32.94992582,No
1236,42.38748401,60.43220854,16.70459941,4.661853645,61.45075822,28.8554108,16.88137123,No
1237,32.20529806,22.67726916,47.52451467,10.03296806,62.48620889,0,34.39705346,No
1238,37.19531441,13.81697405,53.08177693,32.96115647,41.12717878,14.88836531,33.01885554,No
1239,28.05575733,31.19518986,5.790441824,38.15935899,26.97120724,23.15243101,10.37828405,No
1240,70.57336242,93.3309508,55.97843569,50.32562037,60.18900783,31.57106516,58.25162024,Yes
1241,32.70111252,75.58691498,68.64333038,31.93622438,61.7240258,20.47223525,28.42412272,No
1242,37.64195449,65.94282945,10.95485764,27.73239052,33.55399124,17.75682314,24.80078418,No
1243,25.31002114,26.58364345,18.01419335,18.26300773,13.6442445,11.79109329,19.55356578,No
1244,78.13472307,59.36757006,42.48864958,21.2284314,61.08604491,53.35774159,54.9894953,Yes
1245,38.04212666,59.95173954,16.48389899,40.09437391,29.17291823,30.26448788,51.09042293,No
1246,76.44163707,75.86230892,18.58599466,31.05297221,60.86729784,14.44860255,51.46468284,No
1247,32.78648158,46.30855239,18.19864597,44.80733346,51.57958887,13.19326744,0,No
1248,30.86932026,83.07081908,60.5547947,24.0840285,16.55715152,19.87291759,50.77129194,No
1249,58.51724081,83.48539486,54.90219289,40.7878671,61.84318141,98.69642186,35.18151287,Yes
1250,35.11813925,67.49998268,58.00985627,53.9056154,60.84777609,15.68153893,15.74533502,No
1251,59.91600282,78.36453494,38.42719778,53.98205856,42.260485,55.26879578,43.13350809,Yes
1252,62.99752704,80.3460568,45.54340994,12.55502263,62.71714881,82.26733466,44.42767664,Yes
1253,64.62667813,72.87221095,16.60388871,16.63143013,60.86753384,6.443450325,25.23099862,No
1254,30.48269861,68.42869406,21.57480341,34.62283804,81.32381305,17.8399919,19.84156945,No
1255,68.44055959,77.81651237,42.65463289,50.64144751,40.30977301,33.88770869,33.85537509,Yes
1256,53.29937905,76.26181105,58.64011928,33.37463946,57.19296285,25.31586983,28.7811453,No
1257,63.85791501,72.58799901,44.17018291,44.21646487,62.17988104,96.87890501,19.07581579,Yes
1258,73.16351888,65.66147679,42.31750471,65.74767264,21.69472113,20.37429155,47.50293598,No
1259,31.65075641,76.40714753,56.98808076,22.55092704,60.30770649,98.58998785,0,No
1260,26.36605951,68.39753759,17.3847026,22.1982593,33.02642832,23.20843439,0,No
1261,33.71511468,69.31868812,55.23196913,38.6837107,43.78785024,41.41972973,18.91913892,No
1262,27.96107534,17.06337722,9.40132322,30.52201851,30.29460076,22.8744706,13.94031899,No
1263,27.77292371,60.98716029,8.722788083,12.51182022,43.14898471,20.55070138,38.21327669,No
1264,48.82496777,54.40156514,15.9755127,7.035933121,23.47522214,9.597684986,14.89708184,No
1265,33.4349923,61.2565466,62.72900048,37.77271382,33.06602722,24.79321903,17.19042545,No
1266,67.50699056,62.005735,79.22868467,31.86361022,60.47299296,14.85687605,50.68731766,Yes
1267,40.67034767,66.04577631,61.55251342,27.28464423,60.33773295,43.40174041,18.97286543,No
1268,35.55081355,39.73257784,46.4465747,40.52237265,61.32380183,13.79629609,24.59212554,No
1269,53.97493562,60.96747215,16.49216353,43.79389814,34.15978069,20.72933619,89.1153821,No
1270,29.96052853,0.873681694,31.4616664,45.44460576,45.91235121,9.832128796,22.17200579,No
1271,25.61549613,82.42204015,21.64711314,27.49436932,25.29864834,42.55997891,16.30913078,No
1272,68.35713037,59.95982456,65.22213665,21.83859203,61.54218135,32.5941105,50.42987481,Yes
1273,63.57027497,75.46563526,42.85423766,23.1448364,60.240529,33.15962048,19.98948158,No
1274,45.9087061,64.95878803,25.01030178,40.36436955,47.8156482,31.94337723,34.44338378,No
1275,40.28402511,27.61521859,37.19400943,57.44734811,57.35694393,27.66534258,46.30680631,No
1276,70.62115262,79.85230579,47.29447853,56.31864842,56.23516024,41.85179625,17.82065069,Yes
1277,74.1499666,82.00097792,10.85414508,20.84324677,61.70836979,14.5868627,41.16433258,No
1278,58.13260992,20.82915182,57.67786222,64.2220889,100,31.60126992,36.19109247,No
1279,26.67915026,45.13180211,5.675469308,24.86013759,60.66062031,21.48816886,11.36575528,No
1280,59.9952588,82.8147815,24.23785475,45.67925345,52.54902742,23.10267966,13.458964,No
1281,52.78744502,73.77389126,38.68093164,36.92607582,61.72661404,32.84589633,62.02986244,Yes
1282,77.48111973,53.38669223,60.13900543,43.27889161,60.2905103,49.81695484,56.25166261,Yes
1283,42.25984073,83.92538954,38.58105265,42.9914789,33.64716697,23.08034523,9.419993056,No
1284,68.77383045,82.2088218,56.18424111,31.98669371,41.84626045,27.10154941,6.501977581,No
1285,30.6736996,42.36192923,58.1387748,20.78907612,45.74376292,35.96643338,22.88209398,No
1286,72.18012834,93.4764443,44.70084026,56.68615836,60.94712746,88.085563,64.06682967,Yes
1287,29.11192318,56.96133242,17.80965184,14.96048146,61.86393561,29.42438695,34.59800426,No
1288,28.77787556,0.327758829,41.61285662,51.83821448,37.24087342,34.04716574,36.61918322,No
1289,31.09851745,0.497348735,39.90026146,59.73366716,40.51985964,8.601770644,42.44684977,No
1290,64.94445808,24.69419699,49.86724444,56.86365411,57.99673359,43.24612699,45.97546003,No
1291,75.94662032,24.43684543,73.10292448,40.66746413,61.20661251,0,72.53403883,No
1292,37.62335011,73.04384717,43.52952029,38.82641489,46.7060478,36.26463577,27.80114158,No
1293,57.18513313,77.28856056,18.52072767,18.09293203,35.62592381,13.37666178,20.59541358,No
1294,68.76126871,92.61382766,51.17643204,63.0430708,62.05933395,18.69387973,65.52042489,Yes
1295,74.11244572,64.96783427,51.71909938,67.53296698,82.05338376,33.92800075,17.68176102,Yes
1296,64.39307423,79.66048275,46.23057063,20.10481774,15.33893583,17.41652856,37.71361107,No
1297,81.10568058,92.3208395,40.81298598,27.89587678,61.22673031,32.39748629,47.66214948,Yes
1298,41.68845807,81.62505158,47.96636775,34.34408879,60.17330081,37.27072706,36.08950883,No
1299,77.47538643,67.51390722,64.19205667,61.01012807,62.56030798,53.35122768,48.14176428,Yes
1300,63.32990144,79.00916492,11.40750568,20.53029352,36.4178415,21.32921365,60.76951759,No
1301,67.51119414,78.9269507,67.23332248,17.74456855,60.75327964,24.28848695,52.36632179,Yes
1302,47.14845082,86.60697132,59.39911443,30.04721944,60.13845071,32.98592235,40.5632246,Yes
1303,42.06294141,61.27191661,37.89240606,28.13316725,61.60102592,6.046370227,39.43679256,No
1304,31.15676321,47.84904534,43.64021568,51.13230974,67.38911053,36.3274185,0,No
1305,75.35994645,79.63407143,11.38341976,17.05314234,40.19209894,44.28589311,20.69744431,No
1306,44.93436609,82.96557224,64.40724544,0.851735674,62.40461057,64.9819273,61.38324668,Yes
1307,32.31345862,57.73895972,48.92787028,40.09928362,61.27554073,57.32715859,68.63615412,Yes
1308,27.5533453,43.65128645,15.42007834,17.15723582,63.44265882,22.55171963,22.65066101,No
1309,36.19369257,64.69366362,12.48687239,41.97485768,34.27567901,25.95401772,34.55973572,No
1310,62.99774305,63.77310892,66.97574259,21.4067447,41.30588958,0,67.70023454,No
1311,39.13596916,55.94744598,12.26036905,28.93539249,25.7135187,18.47756442,47.56916403,No
1312,30.14564688,28.47450871,11.770224,17.08629852,28.43624574,19.94474264,18.20393557,No
1313,72.79670206,46.00288252,54.17060191,34.74915273,63.683384,25.42045362,31.02917085,No
1314,24.92578953,33.79100915,19.15128135,18.11046119,60.42530912,21.46922299,0,No
1315,74.06177205,81.53150014,67.11512437,20.55734138,60.60089428,33.19276461,31.5489815,Yes
1316,34.95101968,65.11848743,53.22658684,40.99840346,61.68098071,32.60766965,27.4519373,No
1317,48.21986661,51.06981851,24.77416174,36.88713885,34.50843405,23.89703095,22.59861713,No
1318,41.78824249,77.50708617,18.48095669,13.80035935,39.95935449,21.32112485,30.46611073,No
1319,52.26927835,63.43477099,25.02983753,31.26597339,27.59193579,27.49670599,80.60186327,No
1320,32.76394043,77.18730684,46.83500961,59.14217919,81.54592925,48.91534753,27.20657703,Yes
1321,77.63623847,69.6045604,48.17978726,62.8729407,60.83652967,36.53547752,43.89841127,Yes
1322,24.34517326,67.5365726,19.44264242,41.48657342,38.46533981,50.75590986,23.59671938,No
1323,38.91234365,43.28022212,16.52788187,16.98165976,80.91345605,11.7599617,23.54168394,No
1324,60.4232307,93.72511671,23.52860688,30.71155582,61.41878733,11.23460399,60.15494826,No
1325,65.03661897,56.42239389,46.37598825,63.68715125,62.85130502,35.57017742,61.50889137,Yes
1326,42.05849315,54.0755296,60.95183281,55.15434522,63.1317801,29.51685632,39.13187052,No
1327,47.58080491,68.86371788,9.624577037,28.25725883,30.56646071,34.77269825,12.98683109,No
1328,64.13439165,36.57874683,46.78569307,53.65213718,50.17971683,31.97148915,45.3420968,No
1329,68.45138223,99.53853769,41.08193374,63.90833523,62.40313021,26.27500531,33.8596839,Yes
1330,44.58610373,76.88437947,11.16671461,36.44204609,34.76690161,28.79967443,12.24817741,No
1331,25.69008045,66.45125252,46.22731954,20.23326398,62.30282654,0,20.435524,No
1332,41.571963,74.9652767,68.55910288,20.58443788,62.0236518,35.18336059,4.286595391,No
1333,54.97882993,80.59357139,57.91289415,52.38307364,60.72523822,33.30726914,65.28831798,Yes
1334,24.07905552,50.2234641,10.1352707,5.706863358,62.26618687,38.69935101,11.52271163,No
1335,38.45732214,57.93491278,47.38847812,53.85892595,38.33267297,31.00785424,32.05255149,No
1336,38.25629781,65.43242125,14.61601022,28.76070873,18.94764011,25.37652476,25.10284434,No
1337,44.43173913,32.53801594,56.30506753,41.02161091,66.6882716,31.56742875,24.02919511,No
1338,34.91956292,81.9871658,56.84481435,73.35833378,61.89287036,18.13078365,26.31423187,Yes
1339,65.78519558,73.84149509,26.66259374,7.165347837,34.20639704,17.55425465,15.98339655,No
1340,43.85447626,57.14217806,35.21291013,69.05743493,83.44625499,26.49031244,21.38447528,No
1341,67.7931398,86.66398504,45.28196619,63.13402575,46.44586694,43.95855916,35.8301169,Yes
1342,65.73706286,46.64565104,37.82031707,42.49729424,65.61712765,91.3696055,52.13313326,Yes
1343,36.07481586,23.83972416,19.9700249,46.63247311,65.18960914,15.60541607,16.36477794,No
1344,33.97688287,54.27252757,25.50395782,36.89363317,24.0292423,25.58035961,18.48546986,No
1345,33.57210323,34.69299852,62.86060985,12.75848562,63.26105016,17.19686553,19.79785851,No
1346,64.96224052,64.23911086,32.57212208,40.80139546,41.92336425,54.13785047,26.54933623,No
1347,29.09950181,80.02452324,10.51695047,27.55016139,16.9788906,23.81287712,12.20012447,No
1348,35.23462763,31.11794939,14.17957932,11.84755198,60.78253082,26.59376369,22.71452977,No
1349,27.44646933,48.20125871,38.03360455,22.03986615,43.18948192,20.0636538,70.3896175,No
1350,38.40834616,53.597021,46.60648593,71.47889216,60.95099183,24.77502521,18.74566106,No
1351,27.17716824,32.90261726,29.23073676,10.86050747,34.77745299,15.23603336,29.55507125,No
1352,50.67865946,70.10841352,64.04648766,18.70116377,61.54838759,44.19525197,13.64226825,No
1353,37.47465982,59.12930632,8.288875393,38.84356864,19.13817729,43.0256241,6.883961842,No
1354,50.39790242,31.13839607,62.12653222,22.23790221,46.86725234,20.71861933,30.92017999,No
1355,41.31463112,61.20736958,11.37482208,26.36580701,15.58721615,28.26692842,6.976370415,No
1356,42.22099403,52.96264454,22.15907486,59.00376748,60.53852316,21.59019052,54.21654285,No
1357,58.8118597,91.22923445,68.76974285,41.23093365,62.13052432,49.34749975,65.41287828,Yes
1358,46.92750001,18.18583376,40.95448308,41.12729964,60.44069469,20.28710818,52.22779816,No
1359,79.62131783,57.96922922,49.35912899,63.01842811,61.94672318,18.89253894,35.0656844,Yes
1360,41.96405308,74.31368743,13.13941597,20.91201832,31.34191911,39.88596009,20.18200465,No
1361,26.25500538,88.2416601,56.9002086,49.31407129,45.63034295,29.19439247,15.93925855,No
1362,34.67221022,81.6415508,44.06202598,48.82431779,57.22134365,24.50769565,45.63434879,No
1363,63.2663627,91.68189394,27.90719115,40.80197719,31.66163777,24.13076852,68.21604483,No
1364,32.0091283,80.94626214,70.33907288,16.50355174,15.51762543,17.85659586,27.91361048,No
1365,32.76278128,27.96774877,53.96119802,35.51529,81.23711802,6.347682257,33.57546627,No
1366,35.97831407,88.71235452,45.56980832,12.16397537,60.8430344,47.82976986,39.91408812,No
1367,68.67887458,54.69699505,53.45215732,40.08212272,60.10915821,0,48.67454531,No
1368,59.89059396,74.54486054,12.73950379,17.71273631,26.9170532,33.8662283,32.49463678,No
1369,25.82711079,90.12472468,68.84841329,43.60455999,61.13717779,16.2275805,0,No
1370,37.25285557,59.14105745,47.26625329,71.8430078,46.749666,22.52396746,40.39811084,No
1371,71.60277435,55.64080547,47.08220715,50.11678776,40.93759197,27.61090682,46.15982807,Yes
1372,71.8929213,88.29721585,14.24327413,62.26816213,31.59246019,40.31103021,64.85927912,Yes
1373,26.88827908,30.79788245,19.99310027,15.95870496,27.21447365,25.98780127,38.83638345,No
1374,68.55492005,28.33788973,42.0124082,51.94294855,11.99523971,49.43365328,71.96965864,No
1375,80.3329042,42.46723292,55.67111441,27.53993066,60.47052129,30.174341,40.83599087,No
1376,22.55484619,34.20137035,15.98426059,36.68557407,37.08421287,14.46578192,0,No
1377,81.03321344,57.96128685,42.16015289,67.40302209,35.01715171,18.43657036,58.90160753,Yes
1378,26.25999698,26.72635229,13.65743169,17.60005028,61.93399034,23.27010471,12.05216028,No
1379,31.63269108,73.34948326,50.55861577,36.7505879,37.12515942,37.72181629,13.77518539,No
1380,23.44946183,26.97778417,31.52001756,11.01212982,64.85227846,19.60241466,0,No
1381,26.97551778,62.17279436,10.22166084,40.10571879,21.46655727,31.55515782,22.9695773,No
1382,71.81415543,83.90774738,8.863171444,56.99693325,56.64414023,12.02294146,53.06049425,No
1383,45.16329331,72.75423994,44.23252785,80.26164987,48.17325414,28.82999758,47.76608503,Yes
1384,34.48208975,0,33.46135714,48.06673985,61.4973138,28.88934756,37.76363027,No
1385,73.23482897,88.83500275,60.12922287,48.47359242,62.90741504,41.12228168,74.18011148,Yes
1386,40.74447204,82.33811,43.69300892,50.33074215,61.46664553,38.79311259,17.4010924,No
1387,26.19501901,1.640269877,37.28428212,56.69591813,41.22972685,27.24396198,37.65034066,No
1388,82.69642356,65.36810656,46.03635977,4.394039971,62.97478738,95.443974,73.25961141,Yes
1389,56.37920388,48.52386884,15.32817107,8.408580635,60.64356108,29.02061721,25.01870459,No
1390,48.7408977,26.56478714,34.97766681,63.03987248,17.16178181,59.34128137,17.50981049,No
1391,33.72603905,44.26954469,15.11309641,40.62630656,28.08211129,29.61443063,24.86538424,No
1392,34.25627632,82.65564071,44.89124442,21.15296061,60.08909133,30.94384171,10.50018668,No
1393,53.91873435,81.41467022,8.13799171,40.04792902,61.1881232,18.91262737,22.357028,No
1394,28.07715708,0,34.07830358,59.46490063,37.03621463,29.08151602,38.40272687,No
1395,42.2427743,52.29528226,11.34839002,17.81516063,62.67315436,28.07226824,22.22735531,No
1396,29.88025219,26.98242226,19.55485983,18.01213305,60.21787784,14.01488106,20.4321311,No
1397,47.42426481,24.2658773,37.78675841,72.32879966,31.16211635,19.28437092,42.46320027,No
1398,31.56998323,59.77237398,8.932885321,11.26167544,65.96853525,12.3684484,18.77594022,No
1399,64.54795579,44.10225387,40.11314914,58.71965942,66.77988475,41.70845919,21.64966187,No
1400,37.05694645,87.06416804,44.11999402,65.89020827,62.8678905,33.05991423,36.21152392,Yes
1401,36.77222856,58.40404276,3.02313584,53.03241665,27.38255968,31.80122481,9.154181075,No
1402,36.90777908,47.3130872,54.6044599,60.36068858,60.67368955,99.9242481,12.59190857,Yes
1403,64.17192205,68.16795628,37.04524136,37.35676817,63.24906846,49.5716003,86.98357553,Yes
1404,46.12439911,54.16431181,87.92935062,61.71788995,61.24162362,28.92742596,38.56634145,Yes
1405,77.9399085,91.80754649,54.17070385,44.06645584,61.0653708,48.29936419,29.2275036,Yes
1406,76.47236661,90.27582848,21.49977327,40.66476336,29.67846193,11.97622223,64.54360448,No
1407,77.09037696,59.65887363,47.96924247,13.98177931,60.65052727,28.74890972,86.59630793,Yes
1408,30.45822193,58.74416898,44.33650402,23.62030818,62.41355836,33.29639441,19.2884534,No
1409,75.63544663,94.49649092,64.1532364,31.41912519,45.36867564,23.02185735,58.87150432,Yes
1410,36.34138547,15.24571239,14.15314898,59.57692097,27.75052926,30.19044758,30.07867321,No
1411,62.28546878,25.06394955,51.8579704,29.16611184,60.72051051,5.731163013,70.89074872,No
1412,21.74977272,79.71724324,25.67299353,0.971475033,62.25585052,18.85317576,24.49658191,No
1413,35.82325922,73.80218445,41.04173349,51.05616007,45.80594194,37.90638327,21.88238653,No
1414,28.6268737,46.10685969,65.76082842,27.7230136,14.46866085,21.27953497,4.451681069,No
1415,58.18400692,81.40597689,38.50869957,69.68547731,60.23656113,20.7654995,49.65051551,Yes
1416,65.73935217,75.86861407,40.63543774,52.49143665,60.85275928,49.1395258,30.33285408,Yes
1417,50.46858284,16.10409768,38.45441194,22.73921708,61.49711124,16.6602489,56.28644415,No
1418,65.29924837,79.49864801,32.71986426,58.63505149,35.52251183,48.69227768,23.91521769,No
1419,57.70663771,79.1120237,51.35548207,58.1050144,81.10327242,50.19723744,66.63887352,Yes
1420,63.1029179,89.24489504,62.44409633,20.14955178,61.90829291,31.5285741,40.83021828,Yes
1421,34.62337984,58.92578903,46.98577526,41.75343524,62.80316049,32.37414558,17.32795748,No
1422,43.44268119,82.52643988,30.37969613,35.44242459,43.18494953,22.83743591,29.91011889,No
1423,31.2357198,59.93952651,46.02242225,48.37013504,20.47740928,33.33538553,21.00182169,No
1424,75.36646861,91.72805513,56.77160061,48.82662433,68.08739011,31.5964029,79.37791748,Yes
